case,candidate_id,hypothesis,function_guess,variant,method_signature,verilog_path,aig_path,metadata_path,verified_truth,equivalent,official_status,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,classification,selection_reason,source_kind,source_csv,source_run,source_verilog_path,source_aig_path,source_evaluate_log,aig_sha256,verilog_sha256,notes
ex208,ex208_bf16_sinh_r94_default_in_const_excepts_h4_first,bf16_sinh,,default_in_const_excepts_h4_first,bf16_sinh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/verilog/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/aigs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/metadata/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.json,1,1,OK,2164,16,34624,24505,1.412936,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/candidates.csv,frontend_bf16_unknown_struct_round94_20260614_0552,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/verilog/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/aigs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/logs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.evaluate.log,e32c4e85a4707fbb459a148ca410abb65169f11564f0c8b30bed10a35da54dbf,82405056face12134b5816574ba45657dcf1cdba8dd28b0ac41777794577e4e8,reused existing official evaluate.py artifact from this shard
ex209,ex209_bf16_tanh_legacy_sign_exp_default_expr_case,bf16_tanh,tanh,legacy_sign_exp_default_expr_case,bf16_tanh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/verilog/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/aigs/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/metadata/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.json,1,1,OK,765,13,9945,7320,1.358607,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.aig,,0e38ce4fe651f37894039c1fe923c45920aa6a82d303cddc1e097883cc17d824,6514623083d6edb06c80e2e969daf9f24649f6accf2e3734f62ea015ed4229ed,"legacy bf16_verilog_search sign_exp_default_expr_case; groups=512; full_default_groups=246; exceptions=33680; defaults=abs_input:385,input:123,nan:2,sign_zero:2; curated_active_seed"
ex209,ex209_bf16_tanh_default_in_const_excepts_h4_manual_bits_15,bf16_tanh,tanh,default_in_const_excepts_h4_manual_bits_15,bf16_tanh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/verilog/ex209_bf16_tanh_default_in_const_excepts_h4_manual_bits_15.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/aigs/ex209_bf16_tanh_default_in_const_excepts_h4_manual_bits_15.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/metadata/ex209_bf16_tanh_default_in_const_excepts_h4_manual_bits_15.json,1,1,OK,713,14,9982,7320,1.363661,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_default_in_const_excepts_h4_manual_bits_15.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_default_in_const_excepts_h4_manual_bits_15.aig,,6623c2b8e35f84957fb2770a197f6529b11953b122b99c019e51995ab35be929,04fe42226c7a1c5eb95e82ac332b79f4986398594fcbe64af68dfdb0bb2f1f5f,default expr in with exception hi_bits=4 items=1390; manual formula bits=15; curated_active_seed
ex209,ex209_bf16_tanh_default_in_excepts_h3,bf16_tanh,tanh,default_in_excepts_h3,bf16_tanh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/verilog/ex209_bf16_tanh_default_in_excepts_h3.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/aigs/ex209_bf16_tanh_default_in_excepts_h3.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/metadata/ex209_bf16_tanh_default_in_excepts_h3.json,1,1,OK,741,14,10374,7320,1.417213,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_default_in_excepts_h3.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_default_in_excepts_h3.aig,,3ed6f1064dd707e89479f9e01def4c4ac0cc1daeec4578dfc3fb99fbc2bf03de,6087f9c402a2855c11ef7b53bc93fc5be143fa963fdad6be572bd9898e0cbbf5,default expr in with exception hi_bits=3 items=3230; curated_active_seed
ex209,ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15,bf16_tanh,,sign_exp_default_expr_casez_manual_bits_15,bf16_tanh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/verilog/ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/aigs/ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/metadata/ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15.json,1,1,OK,743,14,10402,7320,1.421038,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/candidates.csv,frontend_bf16_unknown_struct_round94_20260614_0552,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex209/verilog/ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex209/aigs/ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex209/logs/ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15.evaluate.log,b6a0b4f0fe0d2bc04d5e2910cdb1d6d3315612c469397b380657ad461c04f7f7,4fa52343d81b751a230706e052ea2525a982782a701338c2a22b70da9df83f47,range-compressed sign-exp default expression groups=3 exceptions=33680 items=33970; manual formula bits=15; official_evaluate_runtime_sec=0.703
ex209,ex209_bf16_tanh_r94_default_in_const_excepts_h4_first,bf16_tanh,,default_in_const_excepts_h4_first,bf16_tanh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/verilog/ex209_bf16_tanh_r94_default_in_const_excepts_h4_first.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/aigs/ex209_bf16_tanh_r94_default_in_const_excepts_h4_first.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/metadata/ex209_bf16_tanh_r94_default_in_const_excepts_h4_first.json,1,1,OK,759,14,10626,7320,1.451639,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/candidates.csv,frontend_bf16_unknown_struct_round94_20260614_0552,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex209/verilog/ex209_bf16_tanh_r94_default_in_const_excepts_h4_first.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex209/aigs/ex209_bf16_tanh_r94_default_in_const_excepts_h4_first.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex209/logs/ex209_bf16_tanh_r94_default_in_const_excepts_h4_first.evaluate.log,a3c85fa52569267ff8377b0a5ca9a519ca405d57311a2f7efef3719d12c43dce,0376acc8360021f0ed4145d7b8b3a680d7448daa5b83e677bdf2326cd3f3f330,default expression in with first-value local exception defaults; hi_bits=4; items=1498; official_evaluate_runtime_sec=0.790
ex209,ex209_bf16_tanh_default_in_const_excepts_h3_manual_bits_15,bf16_tanh,tanh,default_in_const_excepts_h3_manual_bits_15,bf16_tanh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/verilog/ex209_bf16_tanh_default_in_const_excepts_h3_manual_bits_15.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/aigs/ex209_bf16_tanh_default_in_const_excepts_h3_manual_bits_15.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/metadata/ex209_bf16_tanh_default_in_const_excepts_h3_manual_bits_15.json,1,1,OK,710,15,10650,7320,1.454918,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_default_in_const_excepts_h3_manual_bits_15.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_default_in_const_excepts_h3_manual_bits_15.aig,,740304819312dee62dad92b30048fd4e9e4929f518f43516f6f56016649f463a,ca83c1cbfc1f95646e029d191a582162d275d3f4c9ce2cfe10afa3ccf95344b7,default expr in with exception hi_bits=3 items=1452; manual formula bits=15; archived_low_value_intermediate
ex210,ex210_bf16_sigmoid_const_default_0000_h3,bf16_sigmoid,sigmoid,const_default_0000_h3,bf16_sigmoid,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/verilog/ex210_bf16_sigmoid_const_default_0000_h3.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/aigs/ex210_bf16_sigmoid_const_default_0000_h3.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/metadata/ex210_bf16_sigmoid_const_default_0000_h3.json,1,1,OK,2246,15,33690,27053,1.245333,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex210_ex214_frontend_bf16_semantic_20260606_1315,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/verilog/ex210_bf16_sigmoid_const_default_0000_h3.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/aigs/ex210_bf16_sigmoid_const_default_0000_h3.aig,,00d220c676051b9979f5b7ac9024c3cdc361135af2cf504e49f59536052133c9,5d29515ca8f1eeaeeb60fa4814f066594402fda08927ad133029423f1cab513b,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; constant default 16'h0000 exceptions hi_bits=3 default_mode=mode items=1732
ex210,ex210_bf16_sigmoid_const_default_3f00_h3_first,bf16_sigmoid,sigmoid,const_default_3f00_h3_first,bf16_sigmoid,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/verilog/ex210_bf16_sigmoid_const_default_3f00_h3_first.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/aigs/ex210_bf16_sigmoid_const_default_3f00_h3_first.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/metadata/ex210_bf16_sigmoid_const_default_3f00_h3_first.json,1,1,OK,2248,15,33720,27053,1.246442,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex210_ex214_frontend_bf16_semantic_20260606_1315,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/verilog/ex210_bf16_sigmoid_const_default_3f00_h3_first.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/aigs/ex210_bf16_sigmoid_const_default_3f00_h3_first.aig,,77ed830d707a28b1e52d5b49bdf44de500cc32852b14e2900c6af9b48f208bb3,5575ff91aab0cfeecbc9aab71b9a82623e47bc608e7a39fb1be3170a7eca64bc,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; constant default 16'h3f00 exceptions hi_bits=3 default_mode=first items=2143
ex210,ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3,bf16_sigmoid,,const_default_fields_3f80_h3,bf16_sigmoid,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/verilog/ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/aigs/ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/metadata/ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3.json,1,1,OK,2250,15,33750,27053,1.247551,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/candidates.csv,frontend_bf16_unknown_struct_round94_20260614_0552,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex210/verilog/ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex210/aigs/ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex210/logs/ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3.evaluate.log,b65caed0118da424e4d3e2e9cef2933b5b0aa4a7f3911aeb1d9d662c1392fa44,d954264dd235b5b18b0d4b65f6d2e14578d6ee0648fe1e3ad5898a23f8adc151,sigmoid sign-constant field default 16'h3f80; hi_bits=3; items=2149; official_evaluate_runtime_sec=0.583
ex210,ex210_bf16_sigmoid_sep_fields_e3_m3_s0,bf16_sigmoid,sigmoid,sep_fields_e3_m3_s0,bf16_sigmoid,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/verilog/ex210_bf16_sigmoid_sep_fields_e3_m3_s0.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/aigs/ex210_bf16_sigmoid_sep_fields_e3_m3_s0.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/metadata/ex210_bf16_sigmoid_sep_fields_e3_m3_s0.json,1,1,OK,2257,15,33855,27053,1.251432,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex210_ex214_frontend_bf16_semantic_20260606_1315,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/verilog/ex210_bf16_sigmoid_sep_fields_e3_m3_s0.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/aigs/ex210_bf16_sigmoid_sep_fields_e3_m3_s0.aig,,b8be08fca36eb085dde50e7cd49512d2ae0172727dadbdd188baa9dc166efe92,d9bde836bc0970ba352d894a90cc5c49c0a5ae670d8b9f102b8ca49c02ca616c,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=2152
ex210,ex210_bf16_sigmoid_r94_const_default_3f80_h3_first,bf16_sigmoid,,const_default_3f80_h3_first,bf16_sigmoid,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/verilog/ex210_bf16_sigmoid_r94_const_default_3f80_h3_first.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/aigs/ex210_bf16_sigmoid_r94_const_default_3f80_h3_first.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/metadata/ex210_bf16_sigmoid_r94_const_default_3f80_h3_first.json,1,1,OK,2255,16,36080,27053,1.333678,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/candidates.csv,frontend_bf16_unknown_struct_round94_20260614_0552,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex210/verilog/ex210_bf16_sigmoid_r94_const_default_3f80_h3_first.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex210/aigs/ex210_bf16_sigmoid_r94_const_default_3f80_h3_first.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex210/logs/ex210_bf16_sigmoid_r94_const_default_3f80_h3_first.evaluate.log,2f84e4fc5c7e34849a3c8a8fb849f1c0bb8e916a06e94cdcbc78602bb4aba8cc,7188cee660cc5f9d90e19a18f3983d5c3b71ea10788e942c9b983c0c619c9aba,constant default 16'h3f80 exceptions hi_bits=3 default_mode=first items=2139; official_evaluate_runtime_sec=0.591
ex210,ex210_bf16_sigmoid_aggr_semantic_field_reassembly,bf16_sigmoid,sigmoid,aggr_semantic_field_reassembly,bf16_sigmoid,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/verilog/ex210_bf16_sigmoid_aggr_semantic_field_reassembly.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/aigs/ex210_bf16_sigmoid_aggr_semantic_field_reassembly.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/metadata/ex210_bf16_sigmoid_aggr_semantic_field_reassembly.json,1,1,OK,2367,16,37872,27053,1.399919,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex210_ex214_frontend_bf16_semantic_20260606_1315,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/verilog/ex210_bf16_sigmoid_aggr_semantic_field_reassembly.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/aigs/ex210_bf16_sigmoid_aggr_semantic_field_reassembly.aig,,0cd355f4b52db4feae2c596914a1f198b62b2b90c2c905f22a3d6f3cdd3c2d42,6d6513f693ca5e02e09995517cab8ff05eab9d479bc97f770818eeb0f8cb2c35,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; aggressive semantic BF16 RTL; items=65536; semantic model exact over 65536 inputs
ex211,ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields,bf16_reciprocal,reciprocal,aggr_semantic_positive_symmetry_fields,bf16_reciprocal,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex211/verilog/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex211/aigs/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex211/metadata/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.json,1,1,OK,275,11,3025,2136,1.416199,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex210_ex214_frontend_bf16_semantic_20260606_1315,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex211/verilog/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex211/aigs/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.aig,,1eeeaad0e91e4bb66e8408300d6c6ffcb3357d10333a1e99215cf341ea0d312c,b3d7d4ed91d27f4724b2294832138df0f1d38e9cbccbb79e6d1f1ecfad4b7a63,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs
ex211,ex211_bf16_reciprocal_hand_recip_formula_mant_lut,bf16_reciprocal,reciprocal,hand_recip_formula_mant_lut,bf16_reciprocal,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex211/verilog/ex211_bf16_reciprocal_hand_recip_formula_mant_lut.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex211/aigs/ex211_bf16_reciprocal_hand_recip_formula_mant_lut.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex211/metadata/ex211_bf16_reciprocal_hand_recip_formula_mant_lut.json,1,1,OK,282,11,3102,2136,1.452247,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex210_ex214_frontend_bf16_semantic_20260606_1315,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex211/verilog/ex211_bf16_reciprocal_hand_recip_formula_mant_lut.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex211/aigs/ex211_bf16_reciprocal_hand_recip_formula_mant_lut.aig,,7dfa0c38bee617dcffcc06f22988106720ee8bd642fc351a9d14f4d6af82c424,2a8e8d5f147596dcdb03ff0c970fb7d4e9b339ea9788f6c4b0cbba4a069d0c7a,semantic model exact over 65536 inputs; hand semantic reciprocal: special cases + 128-entry mantissa LUT items=128
ex211,ex211_r94_bf16_reciprocal_hand_recip_formula_signmag_add_lut,bf16_reciprocal,,exponent-affine reciprocal shell with single-add style exponent path,ex211|round94_frontend_structural_bf16|bf16_reciprocal|hand_recip_formula_signmag_add_lut|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex211/verilog/ex211_r94_bf16_reciprocal_hand_recip_formula_signmag_add_lut.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex211/aigs/ex211_r94_bf16_reciprocal_hand_recip_formula_signmag_add_lut.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex211/metadata/ex211_r94_bf16_reciprocal_hand_recip_formula_signmag_add_lut.json,1,1,OK,272,12,3264,2136,1.528090,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/best.csv,frontend_bf16_unknown_struct_round94_20260614_0552,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex211/verilog/ex211_r94_bf16_reciprocal_hand_recip_formula_signmag_add_lut.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex211/official_eval/ex211_r94_bf16_reciprocal_hand_recip_formula_signmag_add_lut/ex211.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex211/logs/ex211_r94_bf16_reciprocal_hand_recip_formula_signmag_add_lut.evaluate.py.log,9a0423a594bb1fa4668e56991f2bdeb3ee2f4f1d111f951e7e0426bbcf8cf006,dbc9a37c90c1d9b7c6e7bdf5c08c5e3ddcddb08256b72ccb2f0d8a43e7bd1995,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex211/aigs/ex211_r94_bf16_reciprocal_hand_recip_formula_signmag_add_lut.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex211/logs/ex211_r94_bf16_reciprocal_hand_recip_formula_signmag_add_lut.yosys.log
ex211,ex211_bf16_reciprocal_legacy_exp_mant_delta_pair,bf16_reciprocal,reciprocal,legacy_exp_mant_delta_pair,bf16_reciprocal,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex211/verilog/ex211_bf16_reciprocal_legacy_exp_mant_delta_pair.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex211/aigs/ex211_bf16_reciprocal_legacy_exp_mant_delta_pair.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex211/metadata/ex211_bf16_reciprocal_legacy_exp_mant_delta_pair.json,1,1,OK,318,11,3498,2136,1.637640,0,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex210_ex214_frontend_bf16_semantic_20260606_1315,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex211/verilog/ex211_bf16_reciprocal_legacy_exp_mant_delta_pair.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex211/aigs/ex211_bf16_reciprocal_legacy_exp_mant_delta_pair.aig,,bb210419f7d7857eea7043d29f5a819ccf28eaf97bc8a1d1d5ef51789bd0e1e2,f2530bd1e7772608269f88e446d3ed2c69d3a28618f75bab8e7c6f0de8c57fd5,semantic model exact over 65536 inputs; legacy bf16_verilog_search exp_mant_delta_pair; 32770
