case,input_width,output_width,onehot_valid,token_order,preference_style,output_transform,row_matches,total_rows,bit_matches,total_bits,exact,onehot_slots,order_bits,first_mismatch
ex286,13,13,1,sym,home_bidir,rotate_left1,22,8192,57314,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,sym,home_bidir,rotate_right1,19,8192,57154,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,sym,home_bidir_rev,identity,86,8192,58738,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,sym,home_bidir_rev,reverse,33,8192,58190,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,sym,home_bidir_rev,rotate_left1,21,8192,58150,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,sym,home_bidir_rev,rotate_right1,5,8192,57464,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,sym,pair_freq,identity,94,8192,58936,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,sym,pair_freq,reverse,23,8192,57968,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,sym,pair_freq,rotate_left1,15,8192,57610,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,sym,pair_freq,rotate_right1,21,8192,56984,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,sym,pair_freq_cw,identity,94,8192,58936,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,sym,pair_freq_cw,reverse,23,8192,57968,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,sym,pair_freq_cw,rotate_left1,15,8192,57610,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,sym,pair_freq_cw,rotate_right1,21,8192,56984,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,sym,pair_freq_ccw,identity,94,8192,58936,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,sym,pair_freq_ccw,reverse,23,8192,57968,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,sym,pair_freq_ccw,rotate_left1,15,8192,57610,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,sym,pair_freq_ccw,rotate_right1,21,8192,56984,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,sym,pair_first,identity,75,8192,59396,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,sym,pair_first,reverse,13,8192,58706,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,sym,pair_first,rotate_left1,18,8192,57532,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,sym,pair_first,rotate_right1,2,8192,56820,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,sym,pair_first_cw,identity,75,8192,59396,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,sym,pair_first_cw,reverse,13,8192,58706,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,sym,pair_first_cw,rotate_left1,18,8192,57532,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,sym,pair_first_cw,rotate_right1,2,8192,56820,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,sym,pair_first_ccw,identity,75,8192,59396,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,sym,pair_first_ccw,reverse,13,8192,58706,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,sym,pair_first_ccw,rotate_left1,18,8192,57532,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,sym,pair_first_ccw,rotate_right1,2,8192,56820,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,natural,home_cw,identity,63,16384,123600,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,natural,home_cw,reverse,3,16384,121048,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,home_cw,rotate_left1,45,16384,122498,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,home_cw,rotate_right1,30,16384,123178,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,natural,home_ccw,identity,82,16384,125720,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,natural,home_ccw,reverse,12,16384,123704,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,home_ccw,rotate_left1,29,16384,124816,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,home_ccw,rotate_right1,19,16384,124712,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,natural,home_bidir,identity,63,16384,124498,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,natural,home_bidir,reverse,6,16384,121614,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,home_bidir,rotate_left1,32,16384,122792,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,home_bidir,rotate_right1,14,16384,123766,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,natural,home_bidir_rev,identity,74,16384,125628,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,natural,home_bidir_rev,reverse,8,16384,122078,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,home_bidir_rev,rotate_left1,27,16384,123258,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,home_bidir_rev,rotate_right1,7,16384,123426,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,natural,pair_freq,identity,116,16384,123920,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,natural,pair_freq,reverse,64,16384,123896,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,pair_freq,rotate_left1,72,16384,122776,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,pair_freq,rotate_right1,56,16384,123414,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,natural,pair_freq_cw,identity,116,16384,123920,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,natural,pair_freq_cw,reverse,64,16384,123896,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,pair_freq_cw,rotate_left1,72,16384,122776,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,pair_freq_cw,rotate_right1,56,16384,123414,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,natural,pair_freq_ccw,identity,116,16384,123920,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,natural,pair_freq_ccw,reverse,64,16384,123896,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,pair_freq_ccw,rotate_left1,72,16384,122776,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,pair_freq_ccw,rotate_right1,56,16384,123414,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,natural,pair_first,identity,63,16384,125496,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,natural,pair_first,reverse,11,16384,123620,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,pair_first,rotate_left1,26,16384,123606,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,pair_first,rotate_right1,8,16384,125010,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,natural,pair_first_cw,identity,63,16384,125496,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,natural,pair_first_cw,reverse,11,16384,123620,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,pair_first_cw,rotate_left1,26,16384,123606,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,pair_first_cw,rotate_right1,8,16384,125010,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,natural,pair_first_ccw,identity,63,16384,125496,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,natural,pair_first_ccw,reverse,11,16384,123620,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,pair_first_ccw,rotate_left1,26,16384,123606,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,natural,pair_first_ccw,rotate_right1,8,16384,125010,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:1:2:3:4:5:6:7:8:9:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,reverse,home_cw,identity,63,16384,123600,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,reverse,home_cw,reverse,3,16384,121048,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,home_cw,rotate_left1,45,16384,122498,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,home_cw,rotate_right1,30,16384,123178,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,reverse,home_ccw,identity,82,16384,125720,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,reverse,home_ccw,reverse,12,16384,123704,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,home_ccw,rotate_left1,29,16384,124816,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,home_ccw,rotate_right1,19,16384,124712,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,reverse,home_bidir,identity,62,16384,124342,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,reverse,home_bidir,reverse,6,16384,122264,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,home_bidir,rotate_left1,45,16384,123798,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,home_bidir,rotate_right1,16,16384,124458,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,reverse,home_bidir_rev,identity,74,16384,125616,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,reverse,home_bidir_rev,reverse,6,16384,121996,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,home_bidir_rev,rotate_left1,27,16384,123280,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,home_bidir_rev,rotate_right1,6,16384,123400,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,reverse,pair_freq,identity,98,16384,123402,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,reverse,pair_freq,reverse,51,16384,123102,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,pair_freq,rotate_left1,69,16384,122764,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,pair_freq,rotate_right1,56,16384,123788,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,reverse,pair_freq_cw,identity,98,16384,123402,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,reverse,pair_freq_cw,reverse,51,16384,123102,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,pair_freq_cw,rotate_left1,69,16384,122764,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,pair_freq_cw,rotate_right1,56,16384,123788,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,reverse,pair_freq_ccw,identity,98,16384,123402,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,reverse,pair_freq_ccw,reverse,51,16384,123102,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,pair_freq_ccw,rotate_left1,69,16384,122764,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,pair_freq_ccw,rotate_right1,56,16384,123788,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,reverse,pair_first,identity,70,16384,124616,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,reverse,pair_first,reverse,10,16384,122594,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,pair_first,rotate_left1,26,16384,123890,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,pair_first,rotate_right1,4,16384,123526,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,reverse,pair_first_cw,identity,70,16384,124616,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,reverse,pair_first_cw,reverse,10,16384,122594,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,pair_first_cw,rotate_left1,26,16384,123890,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,pair_first_cw,rotate_right1,4,16384,123526,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,reverse,pair_first_ccw,identity,70,16384,124616,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,reverse,pair_first_ccw,reverse,10,16384,122594,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,pair_first_ccw,rotate_left1,26,16384,123890,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,reverse,pair_first_ccw,rotate_right1,4,16384,123526,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home,home_cw,identity,63,16384,123600,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home,home_cw,reverse,3,16384,121048,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,home_cw,rotate_left1,45,16384,122498,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,home_cw,rotate_right1,30,16384,123178,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home,home_ccw,identity,82,16384,125720,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home,home_ccw,reverse,12,16384,123704,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,home_ccw,rotate_left1,29,16384,124816,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,home_ccw,rotate_right1,19,16384,124712,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home,home_bidir,identity,64,16384,124368,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home,home_bidir,reverse,5,16384,121362,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,home_bidir,rotate_left1,48,16384,122768,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,home_bidir,rotate_right1,21,16384,123584,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x20:exp=0x40
