case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high2_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg0_high2_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high2_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high2_node.aig,1,1,1,729,29,21141,0.870,transform=prefix_parity_reduce; threshold=0; group_mode=high2; order_metric=node; groups=2; direct_terms=0; residual_terms=932; direct_unique=0; davio_nodes=627; max_est_depth=15; orders=0:endpoint_rev:bits=0.1.2.3.4.5.6.7.8.9:nodes=184:depth=15:emit=516|1:rot3:bits=10.11:nodes=46:depth=14:emit=111; hash=420ec9645800,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split7_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_split7_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split7_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split7_depth.aig,1,1,1,808,28,22624,0.895,transform=prefix_parity_reduce; threshold=1; group_mode=split7; order_metric=depth; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=620; max_est_depth=14; orders=0:endpoint:bits=0.1.2.3.4.5.6:nodes=121:depth=12:emit=292|1:center:bits=7.8.9.10.11:nodes=116:depth=14:emit=328; hash=da37169113a7,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low2_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_low2_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low2_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low2_node.aig,1,1,1,717,35,25095,0.858,transform=prefix_parity_reduce; threshold=1; group_mode=low2; order_metric=node; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=563; max_est_depth=14; orders=0:endpoint:bits=0.1:nodes=27:depth=10:emit=43|1:center:bits=2.3.4.5.6.7.8.9.10.11:nodes=194:depth=14:emit=520; hash=866b686b1b18,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low2_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_low2_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low2_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low2_depth.aig,1,1,1,717,35,25095,0.882,transform=prefix_parity_reduce; threshold=1; group_mode=low2; order_metric=depth; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=563; max_est_depth=14; orders=0:endpoint:bits=0.1:nodes=27:depth=10:emit=43|1:center:bits=2.3.4.5.6.7.8.9.10.11:nodes=194:depth=14:emit=520; hash=866b686b1b18,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low3_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_low3_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low3_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low3_node.aig,1,1,1,786,36,28296,0.880,transform=prefix_parity_reduce; threshold=1; group_mode=low3; order_metric=node; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=578; max_est_depth=14; orders=0:endpoint:bits=0.1.2:nodes=48:depth=11:emit=81|1:center:bits=3.4.5.6.7.8.9.10.11:nodes=188:depth=14:emit=497; hash=0e07bcb7cca9,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low3_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_low3_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low3_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low3_depth.aig,1,1,1,786,36,28296,0.881,transform=prefix_parity_reduce; threshold=1; group_mode=low3; order_metric=depth; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=578; max_est_depth=14; orders=0:endpoint:bits=0.1.2:nodes=48:depth=11:emit=81|1:center:bits=3.4.5.6.7.8.9.10.11:nodes=188:depth=14:emit=497; hash=0e07bcb7cca9,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low4_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_low4_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low4_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low4_node.aig,1,1,1,713,33,23529,0.885,transform=prefix_parity_reduce; threshold=1; group_mode=low4; order_metric=node; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=600; max_est_depth=14; orders=0:center:bits=0.1.2.3:nodes=62:depth=13:emit=115|1:endpoint:bits=4.5.6.7.8.9.10.11:nodes=180:depth=14:emit=485; hash=41a5192ff2a8,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low4_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_low4_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low4_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low4_depth.aig,1,1,1,756,33,24948,0.875,transform=prefix_parity_reduce; threshold=1; group_mode=low4; order_metric=depth; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=607; max_est_depth=14; orders=0:endpoint:bits=0.1.2.3:nodes=63:depth=11:emit=122|1:endpoint:bits=4.5.6.7.8.9.10.11:nodes=180:depth=14:emit=485; hash=b04e5af3696b,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low5_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_low5_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low5_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low5_node.aig,1,1,1,705,33,23265,0.863,transform=prefix_parity_reduce; threshold=1; group_mode=low5; order_metric=node; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=586; max_est_depth=14; orders=0:center:bits=0.1.2.3.4:nodes=74:depth=14:emit=146|1:endpoint:bits=5.6.7.8.9.10.11:nodes=171:depth=14:emit=440; hash=560aad6b53b8,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low5_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_low5_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low5_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_low5_depth.aig,1,1,1,731,34,24854,0.887,transform=prefix_parity_reduce; threshold=1; group_mode=low5; order_metric=depth; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=691; max_est_depth=14; orders=0:lsb:bits=0.1.2.3.4:nodes=97:depth=11:emit=251|1:endpoint:bits=5.6.7.8.9.10.11:nodes=171:depth=14:emit=440; hash=b1521b911a90,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_perbit_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_node.aig,1,1,1,801,27,21627,0.915,transform=prefix_parity_reduce; threshold=1; group_mode=perbit; order_metric=node; groups=12; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=708; max_est_depth=15; orders=0:endpoint:bits=0:nodes=8:depth=8:emit=12|1:endpoint:bits=1:nodes=20:depth=10:emit=31|2:endpoint:bits=2:nodes=25:depth=11:emit=40|3:rot3:bits=3:nodes=24:depth=15:emit=57|4:endpoint:bits=4:nodes=26:depth=12:emit=51|5:endpoint:bits=5:nodes=32:depth=11:emit=58|6:endpoint:bits=6:nodes=43:depth=12:emit=82|7:endpoint:bits=7:nodes=56:depth=13:emit=112|8:center:bits=8:nodes=46:depth=14:emit=87|9:center:bits=9:nodes=32:depth=14:emit=58|10:rot10:bits=10:nodes=25:depth=15:emit=61|11:rot3:bits=11:nodes=33:depth=14:emit=59; hash=7f5bceddd70a,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_perbit_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth.aig,1,1,1,781,29,22649,0.924,transform=prefix_parity_reduce; threshold=1; group_mode=perbit; order_metric=depth; groups=12; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=762; max_est_depth=14; orders=0:center:bits=0:nodes=10:depth=7:emit=15|1:endpoint:bits=1:nodes=20:depth=10:emit=31|2:endpoint:bits=2:nodes=25:depth=11:emit=40|3:endpoint:bits=3:nodes=25:depth=10:emit=44|4:lsb:bits=4:nodes=34:depth=11:emit=85|5:endpoint:bits=5:nodes=32:depth=11:emit=58|6:endpoint:bits=6:nodes=43:depth=12:emit=82|7:endpoint:bits=7:nodes=56:depth=13:emit=112|8:center:bits=8:nodes=46:depth=14:emit=87|9:endpoint:bits=9:nodes=35:depth=13:emit=68|10:endpoint:bits=10:nodes=28:depth=14:emit=63|11:rot7:bits=11:nodes=41:depth=13:emit=77; hash=b0a8beba94ca,unknown grouped ANF/Davio Verilog seed
